"","ORISPL","Facility","Net Power Output 2018 (GWh)","Primary Fuel Category","Announced Retirment Year","Weighted Sum Model Score (Prioritization Rank)","Emissions Health Costs (Millions) [Percentile]","Hazardous Air Pollutant Hazard (Billions) [Percentile]","Carbon Dioxide Emissions (Megatons) [Percentile]","Vulnerable Population within 5km (total) [Percentile]","Vulnerable Population within 10km (total) [Percentile]","Vulnerable Population within 50km (total) [Percentile]"
"173","50879","Wheelabrator - Frackville, Schuylkill, PA",326.3,"Other",NA,"259 (173)","$21.8 [90]","1 [32]","0.57 [85]","5,549 [58]","10,533 [50]","132,056 [46]"
"174","50900","WestRock Virginia Corp Covington Ops, Covington City, VA",933.5,"Other",NA,"258.6 (174)","$239.7 [98]","2.3 [36]","7.47 [98]","1,907 [39]","2,226 [26]","22,578 [14]"
"175","56237","Lake Side Power Plant, Utah, UT",1221.9,"Gas",NA,"258.5 (175)","$2 [62]","0.9 [32]","2.13 [93]","16,600 [74]","49,061 [74]","424,581 [68]"
"176","7972","Sumpter Plant, Wayne, MI",398.6,"Gas",NA,"258.4 (176)","$4.3 [76]","1.6 [35]","0.3 [81]","4,072 [53]","26,255 [64]","1,018,890 [83]"
"177","6249","Winyah, Georgetown, SC",1582.8,"Coal","2028","258 (177)","$20.9 [90]","19.2 [45]","1.92 [92]","737 [23]","7,132 [44]","48,479 [25]"
"178","3457","Lewis Creek, Montgomery, TX",1996.4,"Gas","2034","257.8 (178)","$6 [80]","1.3 [34]","1.17 [89]","2,282 [42]","15,704 [56]","365,504 [65]"
"179","330","El Segundo, Los Angeles, CA",769.8,"Gas",NA,"257.7 (179)","$1.7 [60]","0.5 [27]","0.53 [85]","11,523 [69]","279,772 [94]","5,629,986 [96]"
"180","55357","Brazos Valley Energy, LP, Fort Bend, TX",1631.1,"Gas",NA,"257.6 (180)","$6.2 [81]","0.1 [22]","1.24 [90]","3,692 [51]","13,736 [53]","2,012,395 [92]"
"181","1904","Black Dog, Dakota, MN",551.4,"Gas",NA,"257.1 (181)","$3.4 [72]","0.2 [23]","0.48 [84]","19,443 [76]","72,841 [79]","748,202 [79]"
"182","54676","Oyster Creek Unit VIII, Brazoria, TX",1668.3,"Gas",NA,"256.9 (182)","$13.9 [87]","0.5 [28]","1.47 [91]","8,400 [64]","16,953 [56]","68,717 [31]"
"183","589","J C McNeil, Chittenden, VT",245.5,"Other",NA,"256.4 (183)","$4.7 [77]","7 [41]","0.42 [83]","18,421 [75]","24,015 [63]","57,763 [28]"
"184","56078","Walnut Energy Center, Stanislaus, CA",730.9,"Gas",NA,"256.3 (184)","$3.8 [74]","0.3 [24]","0.61 [86]","18,679 [76]","40,475 [71]","459,165 [71]"
"185","2451","San Juan, San Juan, NM",4674.2,"Coal","2022","256.3 (185)","$22.3 [90]","13.4 [44]","5.96 [97]","966 [27]","1,690 [22]","57,735 [27]"
"186","56963","West Deptford Energy Station, Gloucester, NJ",2384.9,"Gas",NA,"256.2 (186)","$15.4 [88]","NA [NA]","1.66 [91]","5,591 [58]","96,023 [83]","1,863,526 [91]"
"187","55748","Los Esteros Critical Energy Facility, Santa Clara, CA",247.5,"Gas",NA,"256.2 (187)","$8.1 [83]","0 [5]","0.18 [78]","58,428 [91]","211,530 [92]","1,692,945 [89]"
"188","6641","Independence, Independence, AR",9683.2,"Coal",NA,"256.1 (188)","$453.9 [99]","32.9 [47]","10.59 [99]","318 [10]","542 [8]","25,753 [15]"
"189","8056","Waterford 1 & 2, St Charles, LA",1613.7,"Gas","2024","256.1 (189)","$12.4 [87]","0.4 [26]","1.01 [89]","1,716 [37]","15,894 [56]","499,148 [72]"
"190","50304","Shell Deer Park, Harris, TX",1155.4,"Other",NA,"255.9 (190)","$7 [82]","NA [NA]","0.98 [88]","18,000 [75]","150,247 [89]","2,424,930 [93]"
"191","8","Gorgas, Walker, AL",5497.9,"Coal",NA,"255.8 (191)","$55.5 [94]","5.2 [39]","6.22 [97]","123 [2]","933 [13]","297,585 [62]"
"192","6137","A B Brown Generating Station, Posey, IN",2427,"Coal","2023","255.4 (192)","$123.8 [96]","15.3 [44]","3 [95]","113 [2]","2,051 [25]","85,732 [35]"
"193","6139","Welsh Power Plant, Titus, TX",5456.6,"Coal","2028","255.3 (193)","$240.1 [99]","3.3 [38]","6.47 [97]","569 [18]","1,768 [23]","47,828 [24]"
"194","10091","Total Energy Facilities, Los Angeles, CA",128,"Other",NA,"255.3 (194)","$11.2 [86]","NA [NA]","0.11 [74]","110,632 [96]","319,872 [95]","5,635,921 [97]"
"195","10771","Hopewell Power Station, Hopewell City, VA",305.8,"Other","2028","255.2 (195)","$3.8 [74]","0.8 [31]","0.49 [84]","11,718 [69]","23,738 [62]","425,349 [68]"
"196","52073","UCLA So Campus Cogen Project, Los Angeles, CA",219.3,"Gas",NA,"255.1 (196)","$7.4 [82]","NA [NA]","0.22 [79]","60,855 [91]","264,499 [93]","5,350,882 [96]"
"197","54912","Martinez Refining, Contra Costa, CA",667.3,"Gas",NA,"255.1 (197)","$21.9 [90]","NA [NA]","0.64 [86]","11,656 [69]","64,011 [77]","1,813,720 [90]"
"198","10521","Lederle Laboratories, Rockland, NY",115.5,"Gas",NA,"255.1 (198)","$27.7 [91]","NA [NA]","0.16 [77]","27,407 [80]","92,881 [83]","6,172,907 [97]"
"199","2367","Schiller, Rockingham, NH",355.9,"Other",NA,"254.9 (199)","$30.3 [92]","1.4 [34]","0.61 [86]","3,075 [48]","6,697 [44]","96,373 [39]"
"200","165","Grand River Dam Authority, Mayes, OK",401.4,"Coal",NA,"254.8 (200)","$18.4 [89]","6.3 [40]","1.65 [91]","936 [27]","2,970 [31]","128,994 [45]"
"201","6096","Nebraska City Station, Otoe, NE",9102.1,"Coal",NA,"254.7 (201)","$370.5 [99]","28.7 [46]","9.73 [99]","NA [NA]","1,800 [23]","13,883 [9]"
"202","1378","Paradise, Muhlenberg, KY",3822.8,"Coal",NA,"254.6 (202)","$133.3 [97]","33.3 [47]","7.19 [98]","281 [8]","940 [13]","36,599 [19]"
"203","562","Middletown, Middlesex, CT",382.9,"Gas",NA,"254.6 (203)","$12.4 [87]","1.1 [33]","0.28 [81]","1,279 [32]","14,322 [54]","655,521 [77]"
"204","3148","Martins Creek, LLC, Northampton, PA",702.8,"Oil",NA,"254.6 (204)","$26.2 [91]","2.4 [36]","0.57 [85]","1,244 [32]","2,796 [30]","362,895 [65]"
"205","50743","Starrett City Cogen Facility, Kings, NY",1,"Oil",NA,"254.5 (205)","$9.5 [85]","NA [NA]","0.08 [71]","425,766 [99]","1,553,818 [99]","7,130,444 [99]"
"206","54044","University of Illinois Cogen Facility, Cook, IL",116.6,"Gas",NA,"254.3 (206)","$11.8 [86]","NA [NA]","0.08 [71]","196,139 [98]","719,955 [98]","2,905,567 [95]"
"207","1104","Burlington (IA), Des Moines, IA",1189.4,"Coal",NA,"254.1 (207)","$102.9 [96]","13.3 [44]","1.4 [90]","337 [11]","7,235 [45]","35,010 [18]"
"208","50119","Phillips 66 Rodeo Refinery, Contra Costa, CA",390,"Other Fossil",NA,"254 (208)","$16.1 [88]","NA [NA]","0.41 [83]","20,065 [77]","96,594 [83]","1,757,892 [89]"
"209","994","IPL - Petersburg Generating Station, Pike, IN",3441.4,"Coal",NA,"253.7 (209)","$288 [99]","7.1 [41]","10.16 [99]","362 [12]","995 [14]","37,965 [19]"
"210","1893","Boswell Energy Center, Itasca, MN",7275.6,"Coal",NA,"253.7 (210)","$142.3 [97]","16 [45]","8.55 [98]","383 [13]","1,774 [23]","10,470 [6]"
"211","1012","F B Culley Generating Station, Warrick, IN",1912.2,"Coal",NA,"253.5 (211)","$88.6 [95]","5.7 [40]","2.5 [94]","114 [2]","3,322 [33]","106,171 [41]"
"212","1554","Herbert A Wagner, Anne Arundel, MD",487.3,"Coal",NA,"253.4 (212)","$109.5 [96]","NA [NA]","0.56 [85]","4,929 [56]","51,924 [75]","1,555,632 [88]"
"213","2444","Rio Grande, Dona Ana, NM",642,"Gas",NA,"253.3 (213)","$1.2 [55]","0.8 [31]","0.46 [84]","41,244 [87]","130,303 [87]","609,331 [76]"
"214","6065","Iatan, Platte, MO",7824.6,"Coal",NA,"253.2 (214)","$38.7 [92]","10.7 [43]","7.79 [98]","NA [NA]","626 [9]","178,062 [52]"
"215","55699","Bayswater Peaking Facility, Queens, NY",140.8,"Gas",NA,"253.1 (215)","$2.6 [67]","0 [17]","0.1 [74]","68,182 [92]","327,685 [95]","6,960,267 [98]"
"216","50464","Oxnard, Ventura, CA",557.8,"Gas",NA,"252.6 (216)","$13.4 [87]","NA [NA]","0.32 [81]","122,353 [96]","174,551 [90]","373,766 [66]"
"217","7826","Plant Rowan County, Rowan, NC",2738.8,"Gas",NA,"252.4 (217)","$9.9 [85]","1.1 [33]","2.04 [93]","651 [21]","6,187 [42]","334,965 [64]"
"218","10342","Foster Wheeler Martinez, Contra Costa, CA",558.6,"Gas",NA,"252.1 (218)","$18.5 [89]","NA [NA]","0.41 [83]","11,897 [69]","85,301 [81]","1,738,560 [89]"
"219","887","Joppa Steam, Massac, IL",4839.5,"Coal","2025","251.8 (219)","$291.8 [99]","9.2 [42]","5.57 [96]","378 [13]","621 [9]","43,047 [22]"
"220","6076","Colstrip, Rosebud, MT",12656.7,"Coal",NA,"251.8 (220)","$143.4 [97]","37.4 [47]","14.56 [100]","462 [16]","462 [6]","3,526 [2]"
"221","60","Gerald Whelan Energy Center, Adams, NE",1377.4,"Coal",NA,"251.5 (221)","$54.7 [93]","3.4 [38]","1.66 [91]","1,074 [29]","5,278 [40]","31,822 [17]"
"222","3149","Montour, LLC, Montour, PA",2380.7,"Coal",NA,"251.3 (222)","$176.5 [98]","4 [39]","2.74 [94]","259 [7]","1,408 [19]","89,059 [37]"
"223","3948","Mitchell (WV), Marshall, WV",5503.3,"Coal",NA,"251.1 (223)","$80.1 [95]","14.1 [44]","6.17 [97]","324 [10]","1,033 [14]","44,316 [22]"
"224","7605","River Road, Clark, WA",1192.6,"Gas",NA,"251 (224)","$3.6 [73]","0.2 [22]","0.52 [84]","7,866 [63]","60,475 [76]","614,876 [76]"
"225","7914","Harlem River Yard, Bronx, NY",33.1,"Gas",NA,"250.9 (225)","$7 [82]","0 [12]","0.03 [58]","787,254 [100]","2,231,707 [100]","7,219,629 [99]"
"226","1897","Hibbard Energy Center, St Louis, MN",10.3,"Other",NA,"250.5 (226)","$8.2 [84]","3.4 [38]","0.28 [81]","8,211 [64]","22,541 [61]","41,186 [21]"
"227","6095","Sooner, Noble, OK",4446.7,"Coal",NA,"250.5 (227)","$179.4 [98]","24.8 [46]","4.96 [96]","NA [NA]","704 [10]","45,439 [23]"
"228","116","Ocotillo Power Plant, Maricopa, AZ",246.7,"Gas",NA,"250.4 (228)","$1.4 [57]","0.3 [24]","0.19 [78]","69,543 [93]","230,384 [92]","1,620,166 [88]"
"229","8012","Croydon Generating Station, Bucks, PA",54.4,"Oil",NA,"250.3 (229)","$16.6 [88]","0 [9]","0.06 [68]","31,711 [83]","93,815 [83]","1,796,546 [90]"
"230","50411","Rutgers Biomedical and Health Cogen, Essex, NJ",57.1,"Gas",NA,"250.2 (230)","$9 [84]","NA [NA]","0.06 [68]","301,045 [98]","624,202 [98]","7,170,453 [99]"
"231","55091","Midlothian Energy, Ellis, TX",5539.3,"Gas",NA,"250.2 (231)","$14.8 [88]","0.1 [19]","2.53 [94]","576 [19]","6,210 [42]","1,484,255 [88]"
"232","61488","NYU LANGONE HEALTH, New York, NY",62.9,"Gas",NA,"249.9 (232)","$8.3 [84]","NA [NA]","0.05 [67]","412,785 [99]","1,898,698 [100]","7,273,365 [100]"
"233","889","Baldwin Energy Complex, Randolph, IL",7209.4,"Coal","2025","249.8 (233)","$93 [95]","5.3 [40]","7.81 [98]","NA [NA]","889 [12]","98,322 [39]"
"234","7900","Sand Hill Energy Center, Travis, TX",443.4,"Gas",NA,"249.1 (234)","$2.1 [63]","0.4 [26]","0.88 [88]","7,773 [63]","49,560 [74]","723,875 [79]"
"235","2442","Four Corners Steam Elec Station, San Juan, NM",7508.8,"Coal","2031","249 (235)","$35.7 [92]","11.3 [43]","8.43 [98]","NA [NA]","1,555 [20]","58,349 [28]"
"236","50273","Pioneer Valley Resource Recovery, Hampden, MA",39.3,"Other",NA,"248.9 (236)","$24.3 [91]","NA [NA]","0.12 [74]","72,041 [93]","123,664 [86]","493,296 [72]"
"237","51","Dolet Hills Power Station, DeSoto, LA",1483.1,"Coal","2022","248.7 (237)","$107.2 [96]","2.6 [37]","1.67 [91]","920 [26]","1,171 [16]","73,804 [32]"
"238","688","Arvah B Hopkins, Leon, FL",189.7,"Gas",NA,"248.6 (238)","$3.5 [72]","0.5 [28]","0.84 [88]","5,197 [56]","51,118 [74]","161,321 [51]"
"239","50043","Houston Chemical Complex Battleground, Harris, TX",1389.5,"Gas",NA,"248.6 (239)","$19.3 [89]","NA [NA]","1.15 [89]","1,608 [36]","80,387 [80]","2,245,090 [93]"
"240","58507","Montefieor Medical Center Moses Division, Bronx, NY",30.8,"Gas",NA,"248.6 (240)","$8.1 [83]","NA [NA]","0.05 [66]","650,387 [99]","1,524,457 [99]","7,110,755 [98]"
"241","3497","Big Brown, Freestone, TX",819.1,"Coal",NA,"248.4 (241)","$115.9 [96]","17.6 [45]","0.96 [88]","651 [21]","651 [9]","57,318 [27]"
"242","54808","New York University Central Plant, New York, NY",84.2,"Gas",NA,"248.3 (242)","$6.8 [82]","NA [NA]","0.05 [67]","671,440 [100]","2,306,491 [100]","7,233,221 [99]"
"243","58084","Kimberly Clark-Unit 1,2,3, Litchfield, CT",225.2,"Gas",NA,"248.3 (243)","$10.6 [85]","0.9 [32]","0.16 [77]","2,827 [46]","5,473 [41]","554,122 [74]"
"244","2914","Dover, Tuscarawas, OH",58.4,"Coal",NA,"248.3 (244)","$65.8 [94]","0.6 [30]","0.1 [73]","6,824 [61]","8,561 [48]","131,863 [46]"
"245","58007","Brea Expansion Plant, Orange, CA",179.8,"Other",NA,"248.3 (245)","$8.2 [84]","NA [NA]","0.15 [77]","20,315 [77]","173,814 [90]","6,544,359 [98]"
"246","50849","PE Berkeley, Alameda, CA",153,"Gas",NA,"248.2 (246)","$6.7 [82]","NA [NA]","0.11 [74]","81,297 [94]","215,151 [92]","2,059,611 [92]"
"247","976","Marion, Williamson, IL",1026.3,"Coal",NA,"248 (247)","$117.6 [96]","7.5 [41]","2.46 [93]","161 [3]","1,443 [19]","60,440 [28]"
"248","2364","Merrimack, Merrimack, NH",549.1,"Coal",NA,"247.9 (248)","$39.3 [92]","0.4 [26]","0.72 [87]","1,338 [33]","7,995 [46]","144,082 [48]"
"249","52096","Berry Placerita Cogen, Los Angeles, CA",295.8,"Gas",NA,"247.4 (249)","$6.5 [81]","NA [NA]","0.21 [79]","29,839 [82]","108,646 [85]","2,936,647 [95]"
"250","3954","Mount Storm Power Station, Grant, WV",5528.7,"Coal",NA,"247.3 (250)","$119.1 [96]","49 [49]","5.87 [97]","NA [NA]","319 [4]","22,602 [14]"
"251","50973","Motiva Enterprises Port Arthur Refinery, Jefferson, TX",1431.2,"Gas",NA,"247.3 (251)","$13.4 [87]","NA [NA]","2.72 [94]","19,986 [77]","44,931 [73]","152,091 [49]"
"252","55116","Rockingham County Combustion Turbine, Rockingham, NC",2325.2,"Gas",NA,"247.1 (252)","$12.2 [86]","0.8 [31]","1.48 [91]","591 [19]","2,241 [26]","479,618 [72]"
"253","56","Charles R Lowman, Washington, AL",1256.6,"Coal",NA,"247.1 (253)","$23.6 [91]","51.9 [49]","1.46 [90]","351 [12]","2,168 [26]","22,976 [14]"
"254","10427","New-Indy Ontario Mill, San Bernardino, CA",115.3,"Gas",NA,"247.1 (254)","$6.4 [81]","NA [NA]","0.19 [78]","19,642 [76]","226,050 [92]","3,461,196 [95]"
"255","892","Hennepin Power Station, Putnam, IL",1730.8,"Coal",NA,"246.9 (255)","$145 [97]","0.8 [31]","2.12 [93]","1,269 [32]","2,487 [28]","36,372 [19]"
"256","876","Kincaid Generating Station, Christian, IL",4798.7,"Coal","2027","246.5 (256)","$67.7 [94]","7.2 [41]","5.21 [96]","159 [3]","887 [12]","65,226 [30]"
"257","60960","Hyperion Treatment Plant CHP Plant, Los Angeles, CA",151.1,"Other",NA,"246.2 (257)","$10 [85]","NA [NA]","0.1 [74]","15,104 [73]","282,887 [94]","5,598,739 [96]"
"258","50624","Torrance Refining Company, LLC, Los Angeles, CA",150.2,"Other",NA,"245.9 (258)","$3.6 [73]","NA [NA]","0.14 [76]","120,096 [96]","459,656 [97]","6,113,192 [97]"
"259","6178","Coleto Creek, Goliad, TX",3850.2,"Coal","2027","245.8 (259)","$221.3 [98]","7.2 [41]","4.31 [96]","NA [NA]","506 [7]","52,777 [26]"
"260","56668","NIH Cogeneration Facility, Montgomery, MD",160.1,"Gas",NA,"245.6 (260)","$6.4 [81]","NA [NA]","0.12 [75]","33,108 [84]","259,918 [93]","2,353,964 [93]"
"261","56038","UMCP CHP Plant, Prince Georges, MD",71.1,"Gas",NA,"245.6 (261)","$5.4 [79]","NA [NA]","0.09 [72]","110,887 [96]","373,338 [96]","2,509,664 [94]"
"262","55518","High Desert Power Project, San Bernardino, CA",1943.2,"Gas",NA,"245.5 (262)","$4.7 [77]","0 [14]","1.34 [90]","5,481 [57]","44,325 [73]","310,498 [63]"
"263","7834","John S. Rainey Generating Station, Anderson, SC",2911.7,"Gas",NA,"245.4 (263)","$15.3 [88]","1.7 [35]","2.49 [94]","296 [9]","3,527 [34]","126,661 [45]"
"264","10623","Civic Center, Los Angeles, CA",103,"Gas",NA,"245.2 (264)","$4 [75]","NA [NA]","0.09 [72]","361,442 [99]","1,215,254 [99]","6,375,378 [97]"
"265","356","AES Redondo Beach, Los Angeles, CA",274.5,"Gas","2023","245.2 (265)","$1.2 [55]","0.1 [19]","0.21 [79]","48,737 [89]","249,770 [93]","5,813,158 [97]"
"266","59461","Bowerman Power LFG, LLC, Orange, CA",153,"Other",NA,"245.1 (266)","$21.7 [90]","NA [NA]","0.1 [73]","10,554 [67]","91,604 [82]","3,915,254 [96]"
"267","3161","Eddystone Generating Station, Delaware, PA",39.6,"Gas",NA,"244.9 (267)","$1.6 [59]","1.8 [35]","0.04 [65]","29,571 [82]","107,138 [84]","1,871,420 [91]"
"268","57515","Walnut Creek Energy Park, Los Angeles, CA",382,"Gas",NA,"244.4 (268)","$0.7 [47]","0.1 [21]","0.22 [79]","119,315 [96]","401,380 [96]","6,716,499 [98]"
"269","50696","Plant No 1 Orange County, Orange, CA",42.5,"Other",NA,"244.3 (269)","$16.1 [88]","NA [NA]","0.03 [60]","89,040 [95]","458,929 [97]","5,188,745 [96]"
"270","4072","Pulliam, Brown, WI",504.6,"Coal",NA,"244.3 (270)","$39.8 [93]","NA [NA]","0.72 [87]","23,764 [79]","49,191 [74]","111,567 [42]"
"271","56119","Middlesex Generating Facility, MIDDLESEX, NJ",63.3,"Other",NA,"244.3 (271)","$10 [85]","NA [NA]","0.07 [69]","38,688 [86]","144,605 [88]","5,191,102 [96]"
"272","4162","Naughton, Lincoln, WY",4740.1,"Coal",NA,"244.1 (272)","$60.7 [94]","50.3 [49]","5.57 [96]","251 [7]","628 [9]","1,042 [0]"
"273","6016","Duck Creek, Fulton, IL",2427.4,"Coal",NA,"244 (273)","$16.3 [88]","16.3 [45]","2.62 [94]","133 [2]","1,135 [15]","84,468 [35]"
"274","50134","Sycamore Cogeneration, Kern, CA",1368.1,"Gas",NA,"244 (274)","$20.2 [90]","NA [NA]","1 [89]","2,807 [46]","89,644 [82]","428,922 [69]"
"275","56808","Virginia City Hybrid Energy Center, Wise, VA",2957.8,"Coal",NA,"243.7 (275)","$18.8 [89]","1 [32]","3.09 [95]","636 [20]","2,463 [28]","83,052 [34]"
"276","58207","Central Utility Plant at White Oak, Montgomery, MD",106.1,"Gas",NA,"243.4 (276)","$5.2 [78]","NA [NA]","0.08 [72]","73,688 [93]","290,959 [94]","2,559,000 [94]"
"277","52099","Plant No 2 Orange County, Orange, CA",49.2,"Other",NA,"243.4 (277)","$19.9 [90]","NA [NA]","0.04 [63]","47,144 [89]","151,490 [89]","4,347,287 [96]"
"278","8223","Springerville Generating Station, Apache, AZ",7380.8,"Coal",NA,"243.3 (278)","$127.4 [97]","9.5 [42]","10.76 [99]","NA [NA]","948 [13]","4,521 [3]"
"279","594","Indian River, Sussex, DE",279.7,"Coal",NA,"243.3 (279)","$17.6 [89]","0.4 [27]","0.31 [81]","3,345 [49]","8,630 [48]","111,522 [42]"
"280","3264","W S Lee, Anderson, SC",54.2,"Gas",NA,"243 (280)","$6.8 [82]","0.1 [21]","1.54 [91]","1,813 [38]","9,075 [49]","307,385 [63]"
"281","7213","Clover Power Station, Halifax, VA",2917.2,"Coal",NA,"242.9 (281)","$46.5 [93]","11.4 [43]","3.35 [95]","NA [NA]","1,150 [16]","40,588 [20]"
"282","6112","Fort St. Vrain, Weld, CO",2253.4,"Gas",NA,"242.5 (282)","$3.2 [71]","3 [38]","1.66 [91]","968 [27]","3,472 [34]","418,637 [68]"
"283","1091","George Neal North, Woodbury, IA",2278,"Coal",NA,"242.4 (283)","$98.6 [95]","2.8 [37]","2.65 [94]","92 [1]","1,678 [22]","49,792 [25]"
"284","4939","Barney M. Davis, Nueces, TX",1654.7,"Gas",NA,"242.3 (284)","$3.2 [71]","0.6 [29]","0.84 [88]","3,313 [49]","21,848 [61]","216,217 [56]"
"285","59197","Univ Minnesota CHP Plant, Hennepin, MN",164.3,"Gas",NA,"242.1 (285)","$5.3 [79]","NA [NA]","0.11 [74]","108,163 [96]","237,035 [93]","758,546 [80]"
"286","56041","Malburg Generating Station, Los Angeles, CA",311,"Gas",NA,"241.7 (286)","$2.1 [64]","NA [NA]","0.24 [80]","333,970 [99]","1,353,037 [99]","6,512,656 [98]"
"287","3452","Lake Hubbard, Dallas, TX",275.4,"Gas",NA,"241.5 (287)","$1.7 [60]","0.2 [22]","0.2 [78]","10,913 [68]","115,482 [85]","1,911,200 [91]"
"288","246","Humboldt Bay, Humboldt, CA",383.9,"Gas",NA,"241.5 (288)","$16.8 [88]","0.7 [31]","0.2 [78]","5,063 [56]","16,322 [56]","42,117 [21]"
